bike_station_location,name,main_category,address,distance_away
"45.55076344,-122.6668663",To Summy Od Myoptic Optometry Dr Summy To Optometrist Portland,Ophthalmologist,3978 N Williams Ave,133
"45.55076344,-122.6668663",Either/Or,Wine Bar,4003 N Williams Ave,152
"45.55076344,-122.6668663",JinJu Patisserie,Bakery,4063 N Williams Ave,245
"45.55076344,-122.6668663",Poa Cafe,Café,4025 N Williams Ave,179
"45.55076344,-122.6668663",New Seasons Market,Grocery Store,3445 N Williams Ave,308
"45.55076344,-122.6668663",Cedo's Falafel and Gyros,Falafel Restaurant,3901 NE M L King Blvd,394
"45.55076344,-122.6668663",XLB,Chinese Restaurant,4090 N Williams Ave,274
"45.54107815,-122.6769716",Beam & Anchor,Fashion Accessories Store,2710 N Interstate Ave,125
"45.54107815,-122.6769716",Bernstein's Bagels,Sandwich Spot,816 N Russell St,153
"45.54107815,-122.6769716",Pure Oregon,Tobacco Store,2410 N Mississippi Ave,168
"45.54107815,-122.6769716",Peter Corvallis Productions,Event Service,2204 N Clark Ave,250
"45.54107815,-122.6769716",Little Gotham Coffee,Bagel Shop,722 N Page St,280
"45.54107815,-122.6769716",Ex Novo Brewing,Bar,2326 N Flint Ave,662
"45.54107815,-122.6769716",Ecliptic Brewing,Bar,825 N Cook St,709
"45.54107815,-122.6769716",Por Que No,Mexican Restaurant,3524 N Mississippi Ave,803
"45.54107815,-122.6769716",Metropolis Cycle Repair,Bicycle Store,2249 N Williams Ave,787
"45.54107815,-122.6769716",Rebuilding Center,Retail,3625 N Mississippi Ave,846
"45.52142066,-122.6726291",Portland Burger,Beer Bar,304 SW 2nd Ave,120
"45.52142066,-122.6726291",Lechon,American Restaurant,113 SW Naito Pkwy,146
"45.52142066,-122.6726291",2nd Avenue Records,Music Store,400 SW 2nd Ave,179
"45.52142066,-122.6726291",Governor Tom McCall Waterfront Park,Urban Park,Naito Parkway,201
"45.52142066,-122.6726291",Huber's Cafe,Dining and Drinking,411 SW 3rd Ave,234
"45.52142066,-122.6726291",Killer Burger,Bar,510 SW 3rd Ave,286
"45.52142066,-122.6726291",Ground Kontrol Classic Arcade,Amusement Park,511 NW Couch St,382
"45.52142066,-122.6726291",Lan Su Chinese Garden,Chinese Restaurant,239 NW Everett St,437
"45.52142066,-122.6726291",Japanese American Historical Plaza,Monument,121 NW 2nd Ave,359
"45.52142066,-122.6726291",MUJI,Retail,621 SW 5th Ave,475
"45.52279251,-122.6840124",Wailua Shave Ice,Dessert Shop,1022 W Burnside St,184
"45.52279251,-122.6840124",Stumptown Coffee Roasters,Burger Joint,1022 SW Harvey Milk St,187
"45.52279251,-122.6840124",Powell's Books Orange Room,Bookstore,1005 W Burnside St,186
"45.52279251,-122.6840124",Powell's Books,Bookstore,1005 W Burnside St,206
"45.52279251,-122.6840124",Powell's City of Books,Bookstore,1005 W Burnside St,209
"45.52279251,-122.6840124",Powell's Books Rose Room,Bookstore,1005 W Burnside St,212
"45.52279251,-122.6840124",Living Room Theatres,Movie Theater,341 SW 10th Ave,217
"45.52279251,-122.6840124",Deschutes Brewery Portland Public House,Bar,210 NW 11th Ave,250
"45.52279251,-122.6840124",Mediterranean Exploration Company,Mediterranean Restaurant,333 NW 13th Ave,301
"45.52279251,-122.6840124",Teardrop Lounge,Cocktail Bar,1015 NW Everett St,317
"45.50910258,-122.6735169",South Waterfront Park,Park,1814-1816 SW River Pkw,65
"45.50910258,-122.6735169",Il Terrazzo,Cocktail Bar,0315 SW Montgomery St,55
"45.50910258,-122.6735169",McCormick & Schmick's,Restaurant,0309 SW Montgomery St,40
"45.50910258,-122.6735169",Dough Zone - Downtown Portland,Dumpling Restaurant,1910 S River Dr,137
"45.50910258,-122.6735169",King Tide Fish & Shell,Cocktail Bar,1510 S Harbor Way,248
"45.50910258,-122.6735169",Concierge Lounge - Portland Marriott,Hotel Bar,1401 SW Naito Pkwy,410
"45.50910258,-122.6735169",Poet's Beach,Beach,"Portland, Oregon",290
"45.50910258,-122.6735169",Murata Restaurant,Sushi Restaurant,200 SW Market St,499
"45.50910258,-122.6735169",Keller Auditorium,Music Venue,222 SW Clay St,537
"45.50910258,-122.6735169",Blyss Chiropractic,Chiropractor,111 SW Columbia St,534
"45.5123205,-122.6789108",Keller Auditorium,Music Venue,222 SW Clay St,50
"45.5123205,-122.6789108",Murata Restaurant,Sushi Restaurant,200 SW Market St,52
"45.5123205,-122.6789108",Schmizza Pub & Grub,Pizzeria,415 SW Montgomery St,182
"45.5123205,-122.6789108",Blyss Chiropractic,Chiropractor,111 SW Columbia St,226
"45.5123205,-122.6789108",Concierge Lounge - Portland Marriott,Hotel Bar,1401 SW Naito Pkwy,231
"45.5123205,-122.6789108",Starbucks,Coffee Shop,1742 SW 6th Ave,248
"45.5123205,-122.6789108",Love Belizean,Caribbean Restaurant,1503 SW Broadway,372
"45.5123205,-122.6789108",Higgins Restaurant & Bar,French Restaurant,1239 SW Broadway,427
"45.5123205,-122.6789108",Portland Farmer's Market at PSU,Farmers Market,Southwest Montgomery Street,471
"45.5123205,-122.6789108",King Tide Fish & Shell,Cocktail Bar,1510 S Harbor Way,384
"45.50473239,-122.62528",Division Hardware & Paint,Hardware Store,3734 SE Division St,14
"45.50473239,-122.62528",Division Wines,Liquor Store,3564 SE Division St,141
"45.50473239,-122.62528",Cibo,Pizzeria,3539 SE Division St,199
"45.50473239,-122.62528",Little Beast Brewing Beer Garden,Beer Bar,3412 SE Division St,304
"45.50473239,-122.62528",Lauretta Jean's,Bakery,3402 SE Division St,322
"45.50473239,-122.62528",Ava Gene's,Italian Restaurant,3377 SE Division St,352
"45.50473239,-122.62528",Village Merchants,Vintage and Thrift Store,4035 SE Division St,356
"45.50473239,-122.62528",Salt & Straw,Ice Cream Parlor,3345 SE Division St,403
"45.50473239,-122.62528",Oma's Hideaway,Dessert Shop,3131 SE Division St,589
"45.50473239,-122.62528",The Richmond Bar,Cocktail Bar,3203 SE Division St,562
"45.54830706,-122.6136768",Bang Bang,Cocktail Bar,4727 NE Fremont St,60
"45.54830706,-122.6136768",Jim & Patty's Coffee,Café,4951 NE Fremont St,157
"45.54830706,-122.6136768",Noho's Hawaiian Cafe,Café,4627 NE Fremont St,147
"45.54830706,-122.6136768",Prince Coffee,Coffee Shop,4523 NE Fremont St,224
"45.54830706,-122.6136768",Hi-Top Tavern,Cocktail Bar,5015 NE Fremont St,228
"45.54830706,-122.6136768",McPeets Portland Pub,Lounge,4501 NE Fremont St,255
"45.54830706,-122.6136768",Grand Central Baking Company,Bakery,4440 NE Fremont St,280
"45.54830706,-122.6136768",Blackbird Wine Shop,Wine Bar,4323 NE Fremont St,398
"45.54830706,-122.6136768",Fremont Veterinary Clinic,Veterinarian,5055 NE Fremont St,240
"45.54830706,-122.6136768",Pizzicato Gourmet Pizza,Pizzeria,4217 NE Fremont St,494
"45.51189243,-122.6113057",Albina Press,Coffee Shop,5012 SE Hawthorne Blvd,6
"45.51189243,-122.6113057",Sapphire Hotel,Cocktail Bar,5008 SE Hawthorne Blvd,6
"45.51189243,-122.6113057",Apizza Scholls,Pizzeria,4741 SE Hawthorne Blvd,143
"45.51189243,-122.6113057",QuarterWorld Arcade,Arcade,​4811 SE Hawthorne Blvd,121
"45.51189243,-122.6113057",Jaciva's,Bakery,4733 SE Hawthorne Blvd,166
"45.51189243,-122.6113057",Space Room Lounge,Lounge,4800 SE Hawthorne Blvd,122
"45.51189243,-122.6113057",Por Que No,American Restaurant,4635 SE Hawthorne Blvd,237
"45.51189243,-122.6113057",East Side Delicatessen,Deli,4626 SE Hawthorne Blvd,250
"45.51189243,-122.6113057",Zach's Shack,Hot Dog Joint,4611 SE Hawthorne Blvd,275
"45.51189243,-122.6113057",Portland Pet Supply,Pet Supplies Store,4242 SE Hawthorne Blvd,567
"45.53290424,-122.68626",Sisters Coffee Company,Coffee Shop,1235 NW Marshall St,265
"45.53290424,-122.68626",Paymaster Lounge,Dive Bar,1020 NW 17th Ave,310
"45.53290424,-122.68626",The Fields Neighborhood Park,Park,1099 NW Overton St,335
"45.53290424,-122.68626",Pro Photo Supply,Camera Store,1112 NW 19th Ave,383
"45.53290424,-122.68626",Ovation Coffee & Tea,Coffee Shop,941 NW Overton St,375
"45.53290424,-122.68626",Tea Bar,Coffee Shop,1055 NW Northrup St,365
"45.53290424,-122.68626",REI,Sporting Goods Retail,1405 NW Johnson St,466
"45.53290424,-122.68626",Lucky Labrador Beer Hall,Brewery,1945 NW Quimby St,444
"45.53290424,-122.68626",Cool Moon Ice Cream,Burger Joint,1105 NW Johnson St,557
"45.53290424,-122.68626",Dockside Saloon & Restaurant,Dive Bar,2047 NW Front Ave,584
"45.52642975,-122.6347187",Pollo Norte,Mexican Restaurant,2935 NE Glisan St,33
"45.52642975,-122.6347187",Pambiche,Ice Cream Parlor,2811 NE Glisan St,171
"45.52642975,-122.6347187",Oregon Park,Playground,NE 30TH Ave,153
"45.52642975,-122.6347187",Stammtisch,Gastropub,401 NE 28th Ave,213
"45.52642975,-122.6347187",Migration Brewing,Bar,2828 NE Glisan St,130
"45.52642975,-122.6347187",Dove Vivi,Pizzeria,2727 NE Glisan St,209
"45.52642975,-122.6347187",Guero,Mexican Restaurant,113 SE 28th Ave,293
"45.52642975,-122.6347187",Beulahland Coffee & Alehouse,Bar,118 NE 28th Ave,343
"45.52642975,-122.6347187",Seven Virtues Coffee Roasters,Coffee Shop,2737 NE Sandy Blvd,372
"45.52642975,-122.6347187",Paydirt,Cocktail Bar,2724 NE Pacific St,394
"45.50523618,-122.6121104",Petite Provence,Bakery,4834 SE Division St,24
"45.50523618,-122.6121104",Landmark Saloon,Whisky Bar,4847 SE Division St,30
"45.50523618,-122.6121104",The Lot,Street Food Gathering,5029 SE Division St,126
"45.50523618,-122.6121104",Kim Jong Grillin,Korean Restaurant,4606 SE Division St,180
"45.50523618,-122.6121104",Stumptown Coffee Roasters,Burger Joint,4525 SE Division St,269
"45.50523618,-122.6121104",Tea Bar,Coffee Shop,4330 SE Division St,397
"45.50523618,-122.6121104",Clinton Park,Playground,SE 55TH Ave,595
"45.50523618,-122.6121104",Village Merchants,Vintage and Thrift Store,4035 SE Division St,670
"45.50523618,-122.6121104",Dairy Queen,Ice Cream Parlor,5605 SE Division St,502
"45.50523618,-122.6121104",Albina Press,Coffee Shop,5012 SE Hawthorne Blvd,746
"45.56267617,-122.6946044",Blend Coffee Lounge,Coffee Shop,2710 N Killingsworth St,23
"45.56267617,-122.6946044",Mee Dee Thai Cuisine,Thai Restaurant,2731 N Killingsworth St,62
"45.56267617,-122.6946044",Mio Sushi,Sushi Restaurant,2735 N Killingsworth St,68
"45.56267617,-122.6946044",The Old Gold,Whisky Bar,2105 N Killingsworth St,427
"45.56267617,-122.6946044",Spitz,Beer Bar,2103 N Killingsworth St,432
"45.56267617,-122.6946044",Madrona Hill Cafe,Bakery,5937 N Greeley Ave,407
"45.56267617,-122.6946044",NoPo Paws,Pet Service,2148 N Killingsworth St,381
"45.56267617,-122.6946044",The Barlow Tavern,Dive Bar,6008 N Greeley Ave,435
"45.56267617,-122.6946044",Oregon Wild,Non-Profit Organization,5825 N Greeley Ave,305
"45.56267617,-122.6946044",Backyard Social,Beer Garden,1914 N Killingsworth St,605
"45.53893649,-122.6432884",Spielman Bagels and Coffee Roasters,Bagel Shop,2200 NE Broadway St,443
"45.53893649,-122.6432884",Twisted Croissant,Bakery,2129 NE Broadway St,416
"45.53893649,-122.6432884",Saint Simon Coffee Co.,Coffee Shop,2005 NE Broadway St,458
"45.53893649,-122.6432884",Swift Lounge,Dive Bar,1932 NE Broadway St,485
"45.53893649,-122.6432884",Rose & Thistle Pub,Cocktail Bar,2314 NE Broadway St,462
"45.53893649,-122.6432884",Helen Bernhard Bakery,Bakery,1717 NE Broadway St,573
"45.53893649,-122.6432884",Hale Pele,Cocktail Bar,2733 NE Broadway St,617
"45.53893649,-122.6432884",Pets On Broadway,Pet Supplies Store,2762 NE Broadway St,655
"45.53893649,-122.6432884","Peace House, Metanoia United Methodist Church",Church,2116 NE 18th Ave,314
"45.53893649,-122.6432884",Blossoming Lotus,Vegan and Vegetarian Restaurant,1713 NE 15th Ave,695
"45.51649676,-122.6307517",Sweet Hereafter,Cocktail Bar,3326 SE Belmont St,36
"45.51649676,-122.6307517",H Mart,Grocery Store,3301 SE Belmont St,15
"45.51649676,-122.6307517",The Tao of Tea,Tea Room,3430 SE Belmont St,143
"45.51649676,-122.6307517",Tov,Coffee Shop,3207 SE Hawthorne Blvd,498
"45.51649676,-122.6307517",Kids At Heart,Toy Store,3445 SE Hawthorne Blvd,512
"45.51649676,-122.6307517",Farmhouse Kitchen Thai Cuisine,Thai Restaurant,3354 SE Hawthorne Blvd,510
"45.51649676,-122.6307517",House of Vintage,Antique Store,3315 SE Hawthorne Blvd,465
"45.51649676,-122.6307517",Bare Bones Cafe & Bar,Dining and Drinking,2908 SE Belmont St,404
"45.51649676,-122.6307517",Tender Loving Empire,Music Store,3541 SE Hawthorne Blvd,541
"45.51649676,-122.6307517","Fried Egg, I'm In Love",Restaurant,3549 SE Hawthorne Blvd,543
"45.51633325,-122.6566324",Cascade Brewing,Bar,939 SE Belmont St,68
"45.51633325,-122.6566324",Pepper Box Cafe,Café,932 SE Morrison St,98
"45.51633325,-122.6566324",Kachka Co.,Russian Restaurant,960 SE 11th Ave,176
"45.51633325,-122.6566324",Roseline Coffee,Coffee Shop,1015 SE 11th Ave,154
"45.51633325,-122.6566324",Afuri Ramen,Ramen Restaurant,923 SE 7th Ave,180
"45.51633325,-122.6566324",Hat Yai,Thai Restaurant,605 SE Belmont St,233
"45.51633325,-122.6566324",Northwest Fighting arts,Martial Arts Dojo,200 SE Morrison St,266
"45.51633325,-122.6566324",Loyal Legion,Beer Bar,710 SE 6th Ave,278
"45.51633325,-122.6566324",Good Coffee,Café,1150 SE 12th Ave,325
"45.51633325,-122.6566324",Rum Club,Cocktail Bar,720 SE Sandy Blvd,322
"45.55335313,-122.6669146",JinJu Patisserie,Bakery,4063 N Williams Ave,42
"45.55335313,-122.6669146",XLB,Chinese Restaurant,4090 N Williams Ave,29
"45.55335313,-122.6669146",Poa Cafe,Café,4025 N Williams Ave,108
"45.55335313,-122.6669146",To Summy Od Myoptic Optometry Dr Summy To Optometrist Portland,Ophthalmologist,3978 N Williams Ave,163
"45.55335313,-122.6669146",Either/Or,Wine Bar,4003 N Williams Ave,135
"45.55335313,-122.6669146",Vendetta,Cocktail Bar,4306 N Williams Ave,154
"45.55335313,-122.6669146",North By Northeast Liquor,Liquor Store,4375 N Williams Ave,181
"45.55335313,-122.6669146",Eem,Cocktail Bar,3808 N Williams Ave,297
"45.55335313,-122.6669146",Crisp Restaurant & Catering,Salad Restaurant,3901 N Williams Ave,270
"45.55335313,-122.6669146",Life of Pie Pizza,Pizzeria,3632 N Williams Ave,433
"45.51222277,-122.6454261",Nimblefish,Sushi Restaurant,1524 SE 20th Ave,41
"45.51222277,-122.6454261",OK Omens,Wine Bar,1758 SE Hawthorne Blvd,171
"45.51222277,-122.6454261",Grand Central,Bakery,2230 SE Hawthorne Blvd,222
"45.51222277,-122.6454261",True Value,Hardware Store,1720 SE Hawthorne Blvd,209
"45.51222277,-122.6454261",Devil's Dill Sandwich Shop,Sandwich Spot,1711 SE Hawthorne Blvd,224
"45.51222277,-122.6454261",Excalibur Comics,Bookstore,2444 SE Hawthorne Blvd,373
"45.51222277,-122.6454261",Grassa,Italian Restaurant,1375 SE Hawthorne Blvd,497
"45.51222277,-122.6454261",Coava Coffee Roasters,Coffee Shop,2631 SE Hawthorne Blvd,536
"45.51222277,-122.6454261",Lardo,American Restaurant,1212 SE Hawthorne Blvd,596
"45.51222277,-122.6454261",Upper Left Roasters,Coffee Shop,1204 SE Clay St,628
"45.54125782,-122.6966717",Schoolhouse Electric & Supply Co,Electrician,2181 NW Nicolai St,52
"45.54125782,-122.6966717",Dutch Bros Coffee,"Cafe, Coffee, and Tea House",2110 NW 23rd Ave,405
"45.54125782,-122.6966717",Globe Lighting Distribution Center,Warehouse or Wholesale Store,2700 NW Front Ave,272
"45.54125782,-122.6966717",St Honore Bakery,Bakery,2335 NW Thurman St,673
"45.54125782,-122.6966717",Life of Pie,Pizzeria,1765 NW 23rd Ave,724
"45.54125782,-122.6966717",McMenamins 23rd Avenue Bottle Shop,Liquor Store,2290 NW Thurman St,662
"45.54125782,-122.6966717",Dockside Saloon & Restaurant,Dive Bar,2047 NW Front Ave,731
"45.54125782,-122.6966717",Good Coffee,Café,2175 NW Raleigh St,775
"45.54125782,-122.6966717",Dragonfly Coffee House,Coffee Shop,2387 NW Thurman St,709
"45.54125782,-122.6966717",Cascadia Coffee,Cocktail Bar,2010 NW Front Ave,746
"45.52643433,-122.6362449",Pambiche,Ice Cream Parlor,2811 NE Glisan St,52
"45.52643433,-122.6362449",Migration Brewing,Bar,2828 NE Glisan St,19
"45.52643433,-122.6362449",Stammtisch,Gastropub,401 NE 28th Ave,107
"45.52643433,-122.6362449",Dove Vivi,Pizzeria,2727 NE Glisan St,91
"45.52643433,-122.6362449",Pollo Norte,Mexican Restaurant,2935 NE Glisan St,91
"45.52643433,-122.6362449",Oregon Park,Playground,NE 30TH Ave,162
"45.52643433,-122.6362449",Guero,Mexican Restaurant,113 SE 28th Ave,235
"45.52643433,-122.6362449",Beulahland Coffee & Alehouse,Bar,118 NE 28th Ave,296
"45.52643433,-122.6362449",Seven Virtues Coffee Roasters,Coffee Shop,2737 NE Sandy Blvd,314
"45.52643433,-122.6362449",Paydirt,Cocktail Bar,2724 NE Pacific St,330
"45.55905507,-122.6427104",Pine State Biscuits,American Restaurant,2204 NE Alberta St,8
"45.55905507,-122.6427104",Great Notion Brewing,Bar,2204 NE Alberta St,19
"45.55905507,-122.6427104",Sip Juice Cart,Dining and Drinking,"Portland, OR 97211",7
"45.55905507,-122.6427104",Salt & Straw,Ice Cream Parlor,2035 NE Alberta St,111
"45.55905507,-122.6427104",Bollywood Theater,South Indian Restaurant,2039 NE Alberta St,103
"45.55905507,-122.6427104",Proud Mary,Coffee Shop,2012 NE Alberta St,139
"45.55905507,-122.6427104",El Nutri Taco,Mexican Restaurant,2124 NE Alberta St,42
"45.55905507,-122.6427104",Just Bob,Café,2403 NE Alberta St,144
"45.55905507,-122.6427104",Petite Provence,Bakery,1824 NE Alberta St,272
"45.55905507,-122.6427104",Les Caves: A Winery Bar,Wine Bar,1719 NE Alberta St,342
"45.55908767,-122.6407517",Just Bob,Café,2403 NE Alberta St,11
"45.55908767,-122.6407517",Pine State Biscuits,American Restaurant,2204 NE Alberta St,151
"45.55908767,-122.6407517",Great Notion Brewing,Bar,2204 NE Alberta St,158
"45.55908767,-122.6407517",Sip Juice Cart,Dining and Drinking,"Portland, OR 97211",145
"45.55908767,-122.6407517",Salt & Straw,Ice Cream Parlor,2035 NE Alberta St,263
"45.55908767,-122.6407517",Bollywood Theater,South Indian Restaurant,2039 NE Alberta St,254
"45.55908767,-122.6407517",Proud Mary,Coffee Shop,2012 NE Alberta St,291
"45.55908767,-122.6407517",Binks,Bar,2715 NE Alberta St,248
"45.55908767,-122.6407517",El Nutri Taco,Mexican Restaurant,2124 NE Alberta St,194
"45.55908767,-122.6407517",Tonalli's Donuts & Cream,Ice Cream Parlor,2805 NE Alberta St,304
"45.53561394,-122.6636343",Gluten Free Gem Portland,Bakery,140 NE Broadway St,88
"45.53561394,-122.6636343",creo CHOCOLATE,Candy Store,122 NE Broadway St,84
"45.53561394,-122.6636343",Upright Brewing,Bar,240 N Broadway,377
"45.53561394,-122.6636343",Ox,Argentinian Restaurant,2225 NE M L King Blvd,439
"45.53561394,-122.6636343",Whey Bar,Cocktail Bar,2225 NE M L King Blvd,437
"45.53561394,-122.6636343",Metropolis Cycle Repair,Bicycle Store,2249 N Williams Ave,492
"45.53561394,-122.6636343",Moda Center,Stadium,1 N Center Court St,508
"45.53561394,-122.6636343",Rose Quarter,Concert Hall,1 N Center Court St,462
"45.53561394,-122.6636343",Black Water Bar,Concert Hall,835 NE Broadway St,536
"45.53561394,-122.6636343",Wonder Ballroom,Concert Hall,128 NE Russell St,578
"45.56197102,-122.6820369",Gonzalez Taqueria,Fast Food Restaurant,1540 N Killingsworth St,97
"45.56197102,-122.6820369",Up North Surf Club,Beer Bar,1229 N Killingsworth St,192
"45.56197102,-122.6820369",The Stacks Coffeehouse,Coffee Shop,1831 N Killingsworth St,340
"45.56197102,-122.6820369",Saraveza,Wine Bar,1004 N Killingsworth St,385
"45.56197102,-122.6820369",Backyard Social,Beer Garden,1914 N Killingsworth St,377
"45.56197102,-122.6820369",E'Njoni Cafe,Buffet,910 N Killingsworth St,454
"45.56197102,-122.6820369",Atomic Pizza,Pizzeria,2150 N Killingsworth St,411
"45.56197102,-122.6820369",Tulip Shop Tavern,Cocktail Bar,825 N Killingsworth St,506
"45.56197102,-122.6820369",Taqueria Los Gorditos,Latin American Restaurant,902 N Killingsworth St,459
"45.56197102,-122.6820369",The Old Gold,Whisky Bar,2105 N Killingsworth St,559
"45.49429475,-122.6719048",Oracle Coffee Company,Coffee Shop,3875 S Bond Ave,116
"45.49429475,-122.6719048",The Old Spaghetti Factory,Restaurant,0715 SW Bancroft St,223
"45.49429475,-122.6719048",Frank Wine and Flower,Wine Bar,3712 S Bond Ave,233
"45.49429475,-122.6719048",South Waterfront Greenway,Landmarks and Outdoors,3715 S River Pkwy,278
"45.49429475,-122.6719048",The Growler Guys,Beer Garden,3739 S Bond Ave,204
"45.49429475,-122.6719048",Little Big Burger,Burger Joint,3704 S Bond Ave,247
"45.49429475,-122.6719048",Tesla Store,Car Dealership,4330 S MacAdam Ave,275
"45.49429475,-122.6719048",Elizabeth Caruthers Park,Park,3508 S Moody Ave,351
"45.49429475,-122.6719048",Bambuza Vietnamese Bistro,Sandwich Spot,3682 S Bond Ave,268
"45.49429475,-122.6719048",South Waterfront Farmers Market,Farmers Market,3508 S Moody Ave,319
"45.53146071,-122.659741",J Cafe,Café,533 NE Holladay St,142
